"","date","MTR_NUMBER","conload","imp"
"4807",2021-09-21,"USS 0004966",192,2.46
"4808",2021-09-21,"USS 0005019",288,0.97
"4809",2021-09-21,"USS 0008953",288,3.45
"4810",2021-09-21,"USS 0008983",288,4.91
"4811",2021-09-21,"USS 0009044",288,3.16
"4812",2021-09-21,"USS 0009063",288,3.48
"4813",2021-09-21,"USS 0009067",288,3.43
"4814",2021-09-21,"USS 0009070",288,0.52
"4815",2021-09-21,"USS 0009072",288,2.33
"4816",2021-09-21,"USS 0009073",288,3.78
"4817",2021-09-21,"USS 0009074",288,2.81
"4818",2021-09-21,"USS 0009075",288,2.81
"4819",2021-09-21,"USS 0009076",288,1.89
"4820",2021-09-21,"USS 0015695",288,2.21
"4821",2021-09-21,"USS 0017113",96,1.92
"4822",2021-09-21,"USS 0017137",384,0
"4823",2021-09-21,"USS 0017138",288,1.8
"4824",2021-09-21,"USS 0020686",96,1.05
"4825",2021-09-21,"USS 0020707",384,14.97
"4826",2021-09-21,"UST 0000712",624,10.41
"4827",2021-09-21,"UST 0000713",624,10.14
"4828",2021-09-21,"UST 0002019",624,10.29
"4829",2021-09-21,"UST 0002020",624,9.11
"4830",2021-09-21,"UST 0002021",NA,148.14
"4831",2021-09-22,"USS 0004903",192,5.36
"4832",2021-09-22,"USS 0004927",192,3.1
"4833",2021-09-22,"USS 0004949",192,3.63
"4834",2021-09-22,"USS 0004966",192,2.43
"4835",2021-09-22,"USS 0005019",288,1.59
"4836",2021-09-22,"USS 0008953",288,3.37
"4837",2021-09-22,"USS 0008983",288,4.94
"4838",2021-09-22,"USS 0009044",288,3.91
"4839",2021-09-22,"USS 0009063",288,3.16
"4840",2021-09-22,"USS 0009067",288,2.45
"4841",2021-09-22,"USS 0009070",288,1.04
"4842",2021-09-22,"USS 0009072",288,2.31
"4843",2021-09-22,"USS 0009073",288,3.32
"4844",2021-09-22,"USS 0009074",288,2.79
"4845",2021-09-22,"USS 0009075",288,2.79
"4846",2021-09-22,"USS 0009076",288,1.89
"4847",2021-09-22,"USS 0015695",288,2.3
"4848",2021-09-22,"USS 0017113",96,2.23
"4849",2021-09-22,"USS 0017137",384,0
"4850",2021-09-22,"USS 0017138",288,2.03
"4851",2021-09-22,"USS 0020686",96,0.83
"4852",2021-09-22,"USS 0020707",384,14.43
"4853",2021-09-22,"UST 0000712",624,10.33
"4854",2021-09-22,"UST 0000713",624,10.01
"4855",2021-09-22,"UST 0002019",624,10.01
"4856",2021-09-22,"UST 0002020",624,9.12
"4857",2021-09-22,"UST 0002021",NA,173.88
"4858",2021-09-23,"USS 0004903",192,4.23
"4859",2021-09-23,"USS 0004927",192,2.94
"4860",2021-09-23,"USS 0004949",192,3.16
"4861",2021-09-23,"USS 0004966",192,1.52
"4862",2021-09-23,"USS 0005019",288,6.24
"4863",2021-09-23,"USS 0008953",288,3.34
"4864",2021-09-23,"USS 0008983",288,5.76
"4865",2021-09-23,"USS 0009044",288,4.51
"4866",2021-09-23,"USS 0009063",288,3.23
"4867",2021-09-23,"USS 0009067",288,2.94
"4868",2021-09-23,"USS 0009070",288,1.17
"4869",2021-09-23,"USS 0009072",288,2.31
"4870",2021-09-23,"USS 0009073",288,3.29
"4871",2021-09-23,"USS 0009074",288,2.8
"4872",2021-09-23,"USS 0009075",288,2.8
"4873",2021-09-23,"USS 0009076",288,1.88
"4874",2021-09-23,"USS 0015695",288,1.99
"4875",2021-09-23,"USS 0017113",96,2.06
"4876",2021-09-23,"USS 0017137",384,0
"4877",2021-09-23,"USS 0017138",288,1.46
"4878",2021-09-23,"USS 0020686",96,0.94
"4879",2021-09-23,"USS 0020707",384,14.87
"4880",2021-09-23,"UST 0000712",624,10.22
"4881",2021-09-23,"UST 0000713",624,10.05
"4882",2021-09-23,"UST 0002019",624,9.97
"4883",2021-09-23,"UST 0002020",624,9.03
"4884",2021-09-23,"UST 0002021",NA,163.87
"4885",2021-09-24,"USS 0004903",192,4.46
"4886",2021-09-24,"USS 0004927",192,4.71
"4887",2021-09-24,"USS 0004949",192,4.4
"4888",2021-09-24,"USS 0004966",192,0.65
"4889",2021-09-24,"USS 0005019",288,2.63
"4890",2021-09-24,"USS 0008953",288,3.01
"4891",2021-09-24,"USS 0008983",288,6.86
"4892",2021-09-24,"USS 0009044",288,4
"4893",2021-09-24,"USS 0009063",288,3.71
"4894",2021-09-24,"USS 0009067",288,2.93
"4895",2021-09-24,"USS 0009070",288,2.28
"4896",2021-09-24,"USS 0009072",288,2.3
"4897",2021-09-24,"USS 0009073",288,3.25
"4898",2021-09-24,"USS 0009074",288,2.79
"4899",2021-09-24,"USS 0009075",288,2.81
"4900",2021-09-24,"USS 0009076",288,1.88
"4901",2021-09-24,"USS 0015695",288,1.96
"4902",2021-09-24,"USS 0017113",96,2.01
"4903",2021-09-24,"USS 0017137",384,0
"4904",2021-09-24,"USS 0017138",288,3.06
"4905",2021-09-24,"USS 0020686",96,0.76
"4906",2021-09-24,"USS 0020707",384,14.96
"4907",2021-09-24,"UST 0000712",624,10.23
"4908",2021-09-24,"UST 0000713",624,10.07
"4909",2021-09-24,"UST 0002019",624,10.04
"4910",2021-09-24,"UST 0002020",624,8.97
"4911",2021-09-24,"UST 0002021",NA,162.83
"4912",2021-09-25,"USS 0004903",192,4.12
"4913",2021-09-25,"USS 0004927",192,3.88
"4914",2021-09-25,"USS 0004949",192,4.23
"4915",2021-09-25,"USS 0004966",192,1.48
"4916",2021-09-25,"USS 0005019",288,2.27
"4917",2021-09-25,"USS 0008953",288,2.71
"4918",2021-09-25,"USS 0008983",288,5.27
"4919",2021-09-25,"USS 0009044",288,4.54
"4920",2021-09-25,"USS 0009063",288,3.6
"4921",2021-09-25,"USS 0009067",288,2.92
"4922",2021-09-25,"USS 0009070",288,1.17
"4923",2021-09-25,"USS 0009072",288,2.33
"4924",2021-09-25,"USS 0009073",288,3.32
"4925",2021-09-25,"USS 0009074",288,2.83
"4926",2021-09-25,"USS 0009075",288,2.85
"4927",2021-09-25,"USS 0009076",288,1.89
"4928",2021-09-25,"USS 0015695",288,1.94
"4929",2021-09-25,"USS 0017113",96,2.01
"4930",2021-09-25,"USS 0017137",384,0
"4931",2021-09-25,"USS 0017138",288,0.41
"4932",2021-09-25,"USS 0020686",96,0.71
"4933",2021-09-25,"USS 0020707",384,14.93
"4934",2021-09-25,"UST 0000712",624,10.23
"4935",2021-09-25,"UST 0000713",624,9.93
"4936",2021-09-25,"UST 0002019",624,10.08
"4937",2021-09-25,"UST 0002020",624,9.01
"4938",2021-09-25,"UST 0002021",NA,156.66
"4939",2021-09-26,"USS 0004903",192,4.13
"4940",2021-09-26,"USS 0004927",192,3.94
"4941",2021-09-26,"USS 0004949",192,3.62
"4942",2021-09-26,"USS 0004966",192,2.91
"4943",2021-09-26,"USS 0005019",288,2.72
"4944",2021-09-26,"USS 0008953",288,2.26
"4945",2021-09-26,"USS 0008983",288,4.24
"4946",2021-09-26,"USS 0009044",288,3.75
"4947",2021-09-26,"USS 0009063",288,3.12
"4948",2021-09-26,"USS 0009067",288,2.31
"4949",2021-09-26,"USS 0009070",288,0.79
"4950",2021-09-26,"USS 0009072",288,2.34
"4951",2021-09-26,"USS 0009073",288,3.33
"4952",2021-09-26,"USS 0009074",288,2.83
"4953",2021-09-26,"USS 0009075",288,2.84
"4954",2021-09-26,"USS 0009076",288,1.9
"4955",2021-09-26,"USS 0015695",288,1.5
"4956",2021-09-26,"USS 0017113",96,0.07
"4957",2021-09-26,"USS 0017137",384,0
"4958",2021-09-26,"USS 0017138",288,1.69
"4959",2021-09-26,"USS 0020686",96,0.82
"4960",2021-09-26,"USS 0020707",384,16.58
"4961",2021-09-26,"UST 0000712",624,10.52
"4962",2021-09-26,"UST 0000713",624,10.16
"4963",2021-09-26,"UST 0002019",624,10.11
"4964",2021-09-26,"UST 0002020",624,9.09
"4965",2021-09-26,"UST 0002021",NA,182.28
"4966",2021-09-27,"USS 0004903",192,4.21
"4967",2021-09-27,"USS 0004927",192,3.74
"4968",2021-09-27,"USS 0004949",192,3.63
"4969",2021-09-27,"USS 0004966",192,2.92
"4970",2021-09-27,"USS 0005019",288,5.64
"4971",2021-09-27,"USS 0008953",288,3.66
"4972",2021-09-27,"USS 0008983",288,4.27
"4973",2021-09-27,"USS 0009044",288,3.99
"4974",2021-09-27,"USS 0009063",288,3.95
"4975",2021-09-27,"USS 0009067",288,2.69
"4976",2021-09-27,"USS 0009070",288,1.46
"4977",2021-09-27,"USS 0009072",288,2.35
"4978",2021-09-27,"USS 0009073",288,3.54
"4979",2021-09-27,"USS 0009074",288,2.85
"4980",2021-09-27,"USS 0009075",288,2.96
"4981",2021-09-27,"USS 0009076",288,2.12
"4982",2021-09-27,"USS 0015695",288,1.78
"4983",2021-09-27,"USS 0017113",96,2
"4984",2021-09-27,"USS 0017137",384,0
"4985",2021-09-27,"USS 0017138",288,3.71
"4986",2021-09-27,"USS 0020686",96,0.9
"4987",2021-09-27,"USS 0020707",384,15.64
"4988",2021-09-27,"UST 0000712",624,10.4
"4989",2021-09-27,"UST 0000713",624,10.07
"4990",2021-09-27,"UST 0002019",624,10.06
"4991",2021-09-27,"UST 0002020",624,9
"4992",2021-09-27,"UST 0002021",NA,174.29
"4993",2021-09-28,"USS 0004903",192,4.5
"4994",2021-09-28,"USS 0004927",192,4.37
"4995",2021-09-28,"USS 0004949",192,4.6
"4996",2021-09-28,"USS 0004966",192,2.07
"4997",2021-09-28,"USS 0005019",288,5.01
"4998",2021-09-28,"USS 0008953",288,3.39
"4999",2021-09-28,"USS 0008983",288,6.15
"5000",2021-09-28,"USS 0009044",288,3.97
"5001",2021-09-28,"USS 0009063",288,3.58
"5002",2021-09-28,"USS 0009067",288,2.5
"5003",2021-09-28,"USS 0009070",288,1.4
"5004",2021-09-28,"USS 0009072",288,2.36
"5005",2021-09-28,"USS 0009073",288,3.73
"5006",2021-09-28,"USS 0009074",288,2.82
"5007",2021-09-28,"USS 0009075",288,2.84
"5008",2021-09-28,"USS 0009076",288,2.36
"5009",2021-09-28,"USS 0015695",288,1.77
"5010",2021-09-28,"USS 0017113",96,1.53
"5011",2021-09-28,"USS 0017137",384,0
"5012",2021-09-28,"USS 0017138",288,2.87
"5013",2021-09-28,"USS 0020686",96,1
"5014",2021-09-28,"USS 0020707",384,15.21
"5015",2021-09-28,"UST 0000712",624,10.29
"5016",2021-09-28,"UST 0000713",624,10
"5017",2021-09-28,"UST 0002019",624,10.01
"5018",2021-09-28,"UST 0002020",624,8.91
"5019",2021-09-28,"UST 0002021",NA,153.91
"5020",2021-09-29,"USS 0004903",192,4.85
"5021",2021-09-29,"USS 0004927",192,4.01
"5022",2021-09-29,"USS 0004949",192,3.97
"5023",2021-09-29,"USS 0004966",192,2.29
"5024",2021-09-29,"USS 0005019",288,2.17
"5025",2021-09-29,"USS 0008953",288,2.31
"5026",2021-09-29,"USS 0008983",288,4.38
"5027",2021-09-29,"USS 0009044",288,3.72
"5028",2021-09-29,"USS 0009063",288,7.2
"5029",2021-09-29,"USS 0009067",288,2.65
"5030",2021-09-29,"USS 0009070",288,0.52
"5031",2021-09-29,"USS 0009072",288,2.58
"5032",2021-09-29,"USS 0009073",288,3.87
"5033",2021-09-29,"USS 0009074",288,2.86
"5034",2021-09-29,"USS 0009075",288,3.03
"5035",2021-09-29,"USS 0009076",288,2.46
"5036",2021-09-29,"USS 0015695",288,1.83
"5037",2021-09-29,"USS 0017113",96,1.57
"5038",2021-09-29,"USS 0017137",384,0
"5039",2021-09-29,"USS 0017138",288,2.62
"5040",2021-09-29,"USS 0020686",96,1.04
"5041",2021-09-29,"USS 0020707",384,14.29
"5042",2021-09-29,"UST 0000712",624,10.36
"5043",2021-09-29,"UST 0000713",624,10.24
"5044",2021-09-29,"UST 0002019",624,10.02
"5045",2021-09-29,"UST 0002020",624,9.15
"5046",2021-09-29,"UST 0002021",NA,147.66
"5047",2021-09-30,"USS 0004903",192,4.64
"5048",2021-09-30,"USS 0004927",192,3.94
"5049",2021-09-30,"USS 0004949",192,3.31
"5050",2021-09-30,"USS 0004966",192,2.5
"5051",2021-09-30,"USS 0005019",288,2.29
"5052",2021-09-30,"USS 0008953",288,2.37
"5053",2021-09-30,"USS 0008983",288,4.85
"5054",2021-09-30,"USS 0009044",288,3.26
"5055",2021-09-30,"USS 0009063",288,2.81
"5056",2021-09-30,"USS 0009067",288,3.17
"5057",2021-09-30,"USS 0009070",288,0.85
"5058",2021-09-30,"USS 0009072",288,2.58
"5059",2021-09-30,"USS 0009073",288,3.79
"5060",2021-09-30,"USS 0009074",288,2.83
"5061",2021-09-30,"USS 0009075",288,3.24
"5062",2021-09-30,"USS 0009076",288,2.36
"5063",2021-09-30,"USS 0015695",288,2.13
"5064",2021-09-30,"USS 0017113",96,2.05
"5065",2021-09-30,"USS 0017137",384,0
"5066",2021-09-30,"USS 0017138",288,2.64
"5067",2021-09-30,"USS 0020686",96,0.93
"5068",2021-09-30,"USS 0020707",384,14.92
"5069",2021-09-30,"UST 0000712",624,10.31
"5070",2021-09-30,"UST 0000713",624,10.24
"5071",2021-09-30,"UST 0002019",624,10.12
"5072",2021-09-30,"UST 0002020",624,9.24
"5073",2021-09-30,"UST 0002021",NA,179.9
"5074",2021-10-01,"USS 0004903",192,4.45
"5075",2021-10-01,"USS 0004927",192,5.77
"5076",2021-10-01,"USS 0004949",192,4.83
"5077",2021-10-01,"USS 0004966",192,3
"5078",2021-10-01,"USS 0005019",288,4.48
"5079",2021-10-01,"USS 0008953",288,2.82
"5080",2021-10-01,"USS 0008983",288,5.07
"5081",2021-10-01,"USS 0009044",288,3.51
"5082",2021-10-01,"USS 0009063",288,3.65
"5083",2021-10-01,"USS 0009067",288,3.16
"5084",2021-10-01,"USS 0009070",288,0.81
"5085",2021-10-01,"USS 0009072",288,2.46
"5086",2021-10-01,"USS 0009073",288,3.74
"5087",2021-10-01,"USS 0009074",288,2.82
"5088",2021-10-01,"USS 0009075",288,2.85
"5089",2021-10-01,"USS 0009076",288,2.36
"5090",2021-10-01,"USS 0015695",288,1.79
"5091",2021-10-01,"USS 0017113",96,2.05
"5092",2021-10-01,"USS 0017137",384,0
"5093",2021-10-01,"USS 0017138",288,1.22
"5094",2021-10-01,"USS 0020686",96,1.14
"5095",2021-10-01,"USS 0020707",384,15.36
"5096",2021-10-01,"UST 0000712",624,10.19
"5097",2021-10-01,"UST 0000713",624,10
"5098",2021-10-01,"UST 0002019",624,10.14
"5099",2021-10-01,"UST 0002020",624,8.96
"5100",2021-10-01,"UST 0002021",NA,184.86
"5101",2021-10-02,"USS 0004903",192,4.39
"5102",2021-10-02,"USS 0004927",192,5.49
"5103",2021-10-02,"USS 0004949",192,4.3
"5104",2021-10-02,"USS 0004966",192,2.87
"5105",2021-10-02,"USS 0005019",288,3.46
"5106",2021-10-02,"USS 0008953",288,3.35
"5107",2021-10-02,"USS 0008983",288,4.64
"5108",2021-10-02,"USS 0009044",288,4.5
"5109",2021-10-02,"USS 0009063",288,3.87
"5110",2021-10-02,"USS 0009067",288,2.61
"5111",2021-10-02,"USS 0009070",288,1.04
"5112",2021-10-02,"USS 0009072",288,2.34
"5113",2021-10-02,"USS 0009073",288,3.77
"5114",2021-10-02,"USS 0009074",288,2.8
"5115",2021-10-02,"USS 0009075",288,2.83
"5116",2021-10-02,"USS 0009076",288,2.36
"5117",2021-10-02,"USS 0015695",288,1.71
"5118",2021-10-02,"USS 0017113",96,1.9
"5119",2021-10-02,"USS 0017137",384,0
"5120",2021-10-02,"USS 0017138",288,1.7
"5121",2021-10-02,"USS 0020686",96,0.93
"5122",2021-10-02,"USS 0020707",384,15.05
"5123",2021-10-02,"UST 0000712",624,10.21
"5124",2021-10-02,"UST 0000713",624,10.07
"5125",2021-10-02,"UST 0002019",624,10.23
"5126",2021-10-02,"UST 0002020",624,8.99
"5127",2021-10-02,"UST 0002021",NA,141.66
"5128",2021-10-03,"USS 0004903",192,4.6
"5129",2021-10-03,"USS 0004927",192,6.96
"5130",2021-10-03,"USS 0004949",192,4.44
"5131",2021-10-03,"USS 0004966",192,2.98
"5132",2021-10-03,"USS 0005019",288,0.96
"5133",2021-10-03,"USS 0008953",288,4.7
"5134",2021-10-03,"USS 0008983",288,5.05
"5135",2021-10-03,"USS 0009044",288,4.95
"5136",2021-10-03,"USS 0009063",288,4.79
"5137",2021-10-03,"USS 0009067",288,1.62
"5138",2021-10-03,"USS 0009070",288,0.72
"5139",2021-10-03,"USS 0009072",288,2.44
"5140",2021-10-03,"USS 0009073",288,3.73
"5141",2021-10-03,"USS 0009074",288,2.82
"5142",2021-10-03,"USS 0009075",288,2.84
"5143",2021-10-03,"USS 0009076",288,2.36
"5144",2021-10-03,"USS 0015695",288,1.56
"5145",2021-10-03,"USS 0017113",96,0.05
"5146",2021-10-03,"USS 0017137",384,0
"5147",2021-10-03,"USS 0017138",288,0.76
"5148",2021-10-03,"USS 0020686",96,0.92
"5149",2021-10-03,"USS 0020707",384,15.44
"5150",2021-10-03,"UST 0000712",624,10.26
"5151",2021-10-03,"UST 0000713",624,10.03
"5152",2021-10-03,"UST 0002019",624,10.09
"5153",2021-10-03,"UST 0002020",624,9.04
"5154",2021-10-03,"UST 0002021",NA,140.43
"5155",2021-10-04,"USS 0004903",192,5.52
"5156",2021-10-04,"USS 0004927",192,5.5
"5157",2021-10-04,"USS 0004949",192,5.47
"5158",2021-10-04,"USS 0004966",192,3.1
"5159",2021-10-04,"USS 0005019",288,6.25
"5160",2021-10-04,"USS 0008953",288,3.67
"5161",2021-10-04,"USS 0008983",288,5.78
"5162",2021-10-04,"USS 0009044",288,4.27
"5163",2021-10-04,"USS 0009063",288,4
"5164",2021-10-04,"USS 0009067",288,2.45
"5165",2021-10-04,"USS 0009070",288,0.88
"5166",2021-10-04,"USS 0009072",288,2.87
"5167",2021-10-04,"USS 0009073",288,3.8
"5168",2021-10-04,"USS 0009074",288,2.84
"5169",2021-10-04,"USS 0009075",288,2.96
"5170",2021-10-04,"USS 0009076",288,2.36
"5171",2021-10-04,"USS 0015695",288,1.85
"5172",2021-10-04,"USS 0017113",96,1.74
"5173",2021-10-04,"USS 0017137",384,0
"5174",2021-10-04,"USS 0017138",288,0.04
"5175",2021-10-04,"USS 0020686",96,1.02
"5176",2021-10-04,"USS 0020707",384,14.28
"5177",2021-10-04,"UST 0000712",624,10.16
"5178",2021-10-04,"UST 0000713",624,9.78
"5179",2021-10-04,"UST 0002019",624,10.15
"5180",2021-10-04,"UST 0002020",624,8.94
"5181",2021-10-04,"UST 0002021",NA,215.01
"5182",2021-10-05,"USS 0004903",192,5.15
"5183",2021-10-05,"USS 0004927",192,4.92
"5184",2021-10-05,"USS 0004949",192,3.84
"5185",2021-10-05,"USS 0004966",192,2.76
"5186",2021-10-05,"USS 0005019",288,6.17
"5187",2021-10-05,"USS 0008953",288,4.04
"5188",2021-10-05,"USS 0008983",288,4.98
"5189",2021-10-05,"USS 0009044",288,4.66
"5190",2021-10-05,"USS 0009063",288,3.65
"5191",2021-10-05,"USS 0009067",288,3.27
"5192",2021-10-05,"USS 0009070",288,1
"5193",2021-10-05,"USS 0009072",288,3.18
"5194",2021-10-05,"USS 0009073",288,3.8
"5195",2021-10-05,"USS 0009074",288,2.85
"5196",2021-10-05,"USS 0009075",288,3.21
"5197",2021-10-05,"USS 0009076",288,2.38
"5198",2021-10-05,"USS 0015695",288,1.87
"5199",2021-10-05,"USS 0017113",96,1.8
"5200",2021-10-05,"USS 0017137",384,0
"5201",2021-10-05,"USS 0017138",288,4.02
"5202",2021-10-05,"USS 0020686",96,1.13
"5203",2021-10-05,"USS 0020707",384,16.16
"5204",2021-10-05,"UST 0000712",624,9.94
"5205",2021-10-05,"UST 0000713",624,9.4
"5206",2021-10-05,"UST 0002019",624,9.91
"5207",2021-10-05,"UST 0002020",624,8.87
"5208",2021-10-05,"UST 0002021",NA,158.32
"5209",2021-10-06,"USS 0004903",192,4.6
"5210",2021-10-06,"USS 0004927",192,6.11
"5211",2021-10-06,"USS 0004949",192,4.53
"5212",2021-10-06,"USS 0004966",192,2.59
"5213",2021-10-06,"USS 0005019",288,8.33
"5214",2021-10-06,"USS 0008953",288,5.02
"5215",2021-10-06,"USS 0008983",288,5.54
"5216",2021-10-06,"USS 0009044",288,3.95
"5217",2021-10-06,"USS 0009063",288,4.05
"5218",2021-10-06,"USS 0009067",288,3.17
"5219",2021-10-06,"USS 0009070",288,0.79
"5220",2021-10-06,"USS 0009072",288,3.11
"5221",2021-10-06,"USS 0009073",288,3.68
"5222",2021-10-06,"USS 0009074",288,2.85
"5223",2021-10-06,"USS 0009075",288,2.97
"5224",2021-10-06,"USS 0009076",288,2.39
"5225",2021-10-06,"USS 0015695",288,2.13
"5226",2021-10-06,"USS 0017113",96,1.38
"5227",2021-10-06,"USS 0017137",384,0
"5228",2021-10-06,"USS 0017138",288,1.72
"5229",2021-10-06,"USS 0020686",96,0.76
"5230",2021-10-06,"USS 0020707",384,16.58
"5231",2021-10-06,"UST 0000712",624,10.33
"5232",2021-10-06,"UST 0000713",624,9.92
"5233",2021-10-06,"UST 0002019",624,10
"5234",2021-10-06,"UST 0002020",624,9.03
"5235",2021-10-06,"UST 0002021",NA,130.66
"5236",2021-10-07,"USS 0004903",192,4.14
"5237",2021-10-07,"USS 0004927",192,6.25
"5238",2021-10-07,"USS 0004949",192,3.8
"5239",2021-10-07,"USS 0004966",192,2.8
"5240",2021-10-07,"USS 0005019",288,12.14
"5241",2021-10-07,"USS 0008953",288,4.17
"5242",2021-10-07,"USS 0008983",288,6.71
"5243",2021-10-07,"USS 0009044",288,4.96
"5244",2021-10-07,"USS 0009063",288,4.3
"5245",2021-10-07,"USS 0009067",288,2.78
"5246",2021-10-07,"USS 0009070",288,1.11
"5247",2021-10-07,"USS 0009072",288,3.45
"5248",2021-10-07,"USS 0009073",288,3.7
"5249",2021-10-07,"USS 0009074",288,2.84
"5250",2021-10-07,"USS 0009075",288,3.01
"5251",2021-10-07,"USS 0009076",288,2.38
"5252",2021-10-07,"USS 0015695",288,4.06
"5253",2021-10-07,"USS 0017113",96,1.63
"5254",2021-10-07,"USS 0017137",384,0
"5255",2021-10-07,"USS 0017138",288,2.43
"5256",2021-10-07,"USS 0020686",96,0.98
"5257",2021-10-07,"USS 0020707",384,15.71
"5258",2021-10-07,"UST 0000712",624,10.19
"5259",2021-10-07,"UST 0000713",624,10
"5260",2021-10-07,"UST 0002019",624,10.16
"5261",2021-10-07,"UST 0002020",624,9.22
"5262",2021-10-07,"UST 0002021",NA,189.99
"5263",2021-10-08,"USS 0004903",192,4.26
"5264",2021-10-08,"USS 0004927",192,5.78
"5265",2021-10-08,"USS 0004949",192,5.39
"5266",2021-10-08,"USS 0004966",192,2.79
"5267",2021-10-08,"USS 0005019",288,17.45
"5268",2021-10-08,"USS 0008953",288,3.65
"5269",2021-10-08,"USS 0008983",288,5.54
"5270",2021-10-08,"USS 0009044",288,3.55
"5271",2021-10-08,"USS 0009063",288,3.44
"5272",2021-10-08,"USS 0009067",288,2.78
"5273",2021-10-08,"USS 0009070",288,1.06
"5274",2021-10-08,"USS 0009072",288,3.14
"5275",2021-10-08,"USS 0009073",288,3.77
"5276",2021-10-08,"USS 0009074",288,2.84
"5277",2021-10-08,"USS 0009075",288,2.85
"5278",2021-10-08,"USS 0009076",288,2.37
"5279",2021-10-08,"USS 0015695",288,2.18
"5280",2021-10-08,"USS 0017113",96,1.2
"5281",2021-10-08,"USS 0017137",384,0
"5282",2021-10-08,"USS 0017138",288,1.83
"5283",2021-10-08,"USS 0020686",96,1.09
"5284",2021-10-08,"USS 0020707",384,15.78
"5285",2021-10-08,"UST 0000712",624,10.3
"5286",2021-10-08,"UST 0000713",624,9.78
"5287",2021-10-08,"UST 0002019",624,10.99
"5288",2021-10-08,"UST 0002020",624,10.28
"5289",2021-10-08,"UST 0002021",NA,143.24
"5290",2021-10-09,"USS 0004903",192,4.71
"5291",2021-10-09,"USS 0004927",190,5.81
"5292",2021-10-09,"USS 0004949",190,4.28
"5293",2021-10-09,"USS 0004966",190,2.63
"5294",2021-10-09,"USS 0005019",282,12.14
"5295",2021-10-09,"USS 0008953",285,4.36
"5296",2021-10-09,"USS 0008983",288,5.36
"5297",2021-10-09,"USS 0009044",285,4.4
"5298",2021-10-09,"USS 0009063",282,4.47
"5299",2021-10-09,"USS 0009067",285,1.97
"5300",2021-10-09,"USS 0009070",282,1.59
"5301",2021-10-09,"USS 0009072",285,5.22
"5302",2021-10-09,"USS 0009073",285,4.2
"5303",2021-10-09,"USS 0009074",288,2.87
"5304",2021-10-09,"USS 0009075",285,2.63
"5305",2021-10-09,"USS 0009076",285,2.37
"5306",2021-10-09,"USS 0015695",288,2.3
"5307",2021-10-09,"USS 0017113",95,1.32
"5308",2021-10-09,"USS 0017137",376,0
"5309",2021-10-09,"USS 0017138",285,0.02
"5310",2021-10-09,"USS 0020686",94,1.11
"5311",2021-10-09,"USS 0020707",380,15.37
"5312",2021-10-09,"UST 0000712",624,10.21
"5313",2021-10-09,"UST 0000713",611,9.72
"5314",2021-10-09,"UST 0002019",624,11
"5315",2021-10-09,"UST 0002020",617.5,10.74
"5316",2021-10-09,"UST 0002021",NA,196.77
"5317",2021-10-10,"USS 0004903",192,4.49
"5318",2021-10-10,"USS 0004927",192,5
"5319",2021-10-10,"USS 0004949",192,4.91
"5320",2021-10-10,"USS 0004966",192,0.75
"5321",2021-10-10,"USS 0005019",288,15.22
"5322",2021-10-10,"USS 0008953",288,3.2
"5323",2021-10-10,"USS 0008983",288,4.29
"5324",2021-10-10,"USS 0009044",288,4.32
"5325",2021-10-10,"USS 0009063",288,4.26
"5326",2021-10-10,"USS 0009067",288,1.17
"5327",2021-10-10,"USS 0009070",288,0.49
"5328",2021-10-10,"USS 0009072",288,7.37
"5329",2021-10-10,"USS 0009073",288,4.36
"5330",2021-10-10,"USS 0009074",288,2.87
"5331",2021-10-10,"USS 0009075",288,2.39
"5332",2021-10-10,"USS 0009076",288,2.39
"5333",2021-10-10,"USS 0015695",288,2.46
"5334",2021-10-10,"USS 0017113",96,0.05
"5335",2021-10-10,"USS 0017137",384,0
"5336",2021-10-10,"USS 0017138",288,0.01
"5337",2021-10-10,"USS 0020686",96,0.88
"5338",2021-10-10,"USS 0020707",384,17.02
"5339",2021-10-10,"UST 0000712",624,10.32
"5340",2021-10-10,"UST 0000713",624,10.34
"5341",2021-10-10,"UST 0002019",624,11.04
"5342",2021-10-10,"UST 0002020",624,10.73
"5343",2021-10-10,"UST 0002021",NA,141.08
"5344",2021-10-11,"USS 0004903",192,4.16
"5345",2021-10-11,"USS 0004927",192,5.46
"5346",2021-10-11,"USS 0004949",192,3.47
"5347",2021-10-11,"USS 0004966",192,2.78
"5348",2021-10-11,"USS 0005019",288,15.01
"5349",2021-10-11,"USS 0008953",288,0
